+-----------------------------+-----------------------------------------------+----------+---------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                         |
| of the Block class in question. The actual final values may be different                               |
| for different states of the block, or they may depend on a TileEntity etc.                             |
+-----------------------------+-----------------------------------------------+----------+---------------+
| Mod name                    | Registry name                                 | Hardness |    Resistance |
| Ore Core                    | orecore:compressed_quartz_ore                 |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_redstone_ore               |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_ruby_ore                   |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_sapphire_ore               |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_silver_ore                 |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_tin_ore                    |     3.00 |         15.00 |
| Ore Core                    | orecore:compressed_uranium_ore                |     3.00 |         15.00 |
| Ore Core                    | orecore:copper_ore                            |     3.00 |         15.00 |
| Ore Core                    | orecore:end_aluminium_ore                     |     1.00 |          7.50 |
| Ore Core                    | orecore:end_amethyst_ore                      |     1.00 |          7.50 |
| Ore Core                    | orecore:end_bone_ore                          |     1.00 |          7.50 |
| Ore Core                    | orecore:end_coal_ore                          |     1.00 |          7.50 |
| Ore Core                    | orecore:end_copper_ore                        |     1.00 |          7.50 |
| Ore Core                    | orecore:end_diamond_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_emerald_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_eye_block                         |     3.10 |         45.00 |
| Ore Core                    | orecore:end_fossil_ore                        |     1.00 |          7.50 |
| Ore Core                    | orecore:end_fossil_ore1                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_fossil_ore2                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_fossil_ore3                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_fossil_ore4                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_fossil_ore5                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_fossil_ore6                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_glowstone_ore                     |     1.00 |          7.50 |
| Ore Core                    | orecore:end_gold_ore                          |     1.00 |          7.50 |
| Ore Core                    | orecore:end_iridium_ore                       |     2.00 |          9.00 |
| Ore Core                    | orecore:end_iron_ore                          |     1.00 |          7.50 |
| Ore Core                    | orecore:end_lapis_ore                         |     1.00 |          7.50 |
| Ore Core                    | orecore:end_lead_ore                          |     1.00 |          7.50 |
| Ore Core                    | orecore:end_mob_block                         |     3.50 |         45.00 |
| Ore Core                    | orecore:end_platin_ore                        |     1.00 |          7.50 |
| Ore Core                    | orecore:end_redstone_ore                      |     1.00 |          7.50 |
| Ore Core                    | orecore:end_ruby_ore                          |     1.00 |          7.50 |
| Ore Core                    | orecore:end_sapphire_ore                      |     1.00 |          7.50 |
| Ore Core                    | orecore:end_silver_ore                        |     1.00 |          7.50 |
| Ore Core                    | orecore:end_tin_ore                           |     1.00 |          7.50 |
| Ore Core                    | orecore:end_uranium_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:end_xp_ore                            |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_ore                            |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_ore1                           |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_ore2                           |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_ore3                           |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_ore4                           |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_ore5                           |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_ore6                           |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand0                         |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand1                         |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand2                         |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand3                         |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand4                         |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand5                         |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand6                         |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand_base                     |     1.00 |          7.50 |
| Ore Core                    | orecore:fossil_stand_bone                     |     1.00 |          7.50 |
| Ore Core                    | orecore:gold_gravel_ore                       |     0.60 |          3.00 |
| Ore Core                    | orecore:iridium_ore                           |     3.00 |         15.00 |
| Ore Core                    | orecore:iron_gravel_ore                       |     0.60 |          3.00 |
| Ore Core                    | orecore:lava_crystal_block                    |     2.00 |         30.00 |
| Ore Core                    | orecore:lava_crystal_ore                      |     1.50 |         30.00 |
| Ore Core                    | orecore:lead_ore                              |     3.00 |         15.00 |
| Ore Core                    | orecore:loam_block                            |     0.50 |          0.00 |
| Ore Core                    | orecore:loam_brick_block                      |     1.50 |         21.00 |
| Ore Core                    | orecore:magmarack_block                       |     0.50 |          0.00 |
| Ore Core                    | orecore:marmor_block                          |     1.50 |         30.00 |
| Ore Core                    | orecore:marmor_ore                            |     1.50 |         30.00 |
| Ore Core                    | orecore:meteor_block                          |    80.00 |      15000.00 |
| Ore Core                    | orecore:mixed_ore                             |     3.00 |         15.00 |
| Ore Core                    | orecore:nether_aluminium_ore                  |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_amethyst_ore                   |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_bone_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_coal_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_copper_ore                     |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_diamond_ore                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_emerald_ore                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_eye_block                      |     0.50 |          2.50 |
| Ore Core                    | orecore:nether_eye_block2                     |     0.50 |          2.50 |
| Ore Core                    | orecore:nether_fossil_ore                     |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_fossil_ore1                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_fossil_ore2                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_fossil_ore3                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_fossil_ore4                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_fossil_ore5                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_fossil_ore6                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_glowstone_ore                  |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_gold_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_iridium_ore                    |     2.00 |          9.00 |
| Ore Core                    | orecore:nether_iron_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_lapis_ore                      |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_lead_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_mob_block                      |     0.80 |          4.00 |
| Ore Core                    | orecore:nether_platin_ore                     |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_redstone_ore                   |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_ruby_ore                       |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_sapphire_ore                   |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_silver_ore                     |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_tin_ore                        |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_uranium_ore                    |     1.00 |          7.50 |
| Ore Core                    | orecore:nether_xp_ore                         |     1.00 |          7.50 |
| Ore Core                    | orecore:oil_slate_ore                         |     1.50 |         30.00 |
| Ore Core                    | orecore:platinum_ore                          |     3.00 |         15.00 |
| Ore Core                    | orecore:quartz_ore                            |     3.00 |         15.00 |
| Ore Core                    | orecore:ruby_ore                              |     3.00 |         15.00 |
| Ore Core                    | orecore:sapphire_ore                          |     3.00 |         15.00 |
| Ore Core                    | orecore:silver_ore                            |     3.00 |         15.00 |
| Ore Core                    | orecore:slate_block                           |     1.50 |         30.00 |
| Ore Core                    | orecore:slate_ore                             |     1.50 |         30.00 |
| Ore Core                    | orecore:tin_ore                               |     3.00 |         15.00 |
| Ore Core                    | orecore:uranium_ore                           |     3.00 |         15.00 |
| Ore Core                    | orecore:xp_ore                                |     1.00 |          7.50 |
| Pollutant Pump              | pollutantpump:pipe                            |     0.00 |          0.00 |
| Pollutant Pump              | pollutantpump:pump                            |     0.00 |          0.00 |
| Pollution of the Realms     | adpother:carbon                               |    -1.00 | 2147483648.00 |
| Pollution of the Realms     | adpother:diamond_filter                       |     1.50 |         30.00 |
| Pollution of the Realms     | adpother:dust                                 |    -1.00 | 2147483648.00 |
| Pollution of the Realms     | adpother:gold_filter                          |     1.50 |         30.00 |
| Pollution of the Realms     | adpother:iron_filter                          |     1.50 |         30.00 |
| Pollution of the Realms     | adpother:polluted_water                       |   100.00 |        500.00 |
| Pollution of the Realms     | adpother:sulfur                               |    -1.00 | 2147483648.00 |
| Project: Vibrant Journeys   | pvj:acacia_twigs                              |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:adobe                                     |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:adobe_brick                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:adobe_brick_double_slab                   |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:adobe_brick_slab                          |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:adobe_brick_stairs                        |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:adobe_double_slab                         |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:adobe_slab                                |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:adobe_stairs                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:andesite_rocks                            |     1.50 |          7.50 |
| Project: Vibrant Journeys   | pvj:aspen_button                              |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:aspen_door                                |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:aspen_double_slab                         |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:aspen_fence                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:aspen_fence_gate                          |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:aspen_pressure_plate                      |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:aspen_slab                                |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:aspen_stairs                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:aspen_trapdoor                            |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:aspen_twigs                               |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:baobab_button                             |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:baobab_door                               |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:baobab_double_slab                        |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:baobab_fence                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:baobab_fence_gate                         |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:baobab_pressure_plate                     |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:baobab_slab                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:baobab_stairs                             |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:baobab_trapdoor                           |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:baobab_twigs                              |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:basalt                                    |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:basalt_brick                              |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:basalt_brick_double_slab                  |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:basalt_brick_slab                         |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:basalt_brick_stairs                       |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:basalt_double_slab                        |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:basalt_slab                               |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:basalt_stairs                             |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:beach_grass                               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:birch_twigs                               |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:bloodnettle                               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:bones                                     |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:bracket_fungus                            |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:cattail                                   |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_button                     |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_door                       |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_double_slab                |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_fence                      |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_fence_gate                 |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_pressure_plate             |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_slab                       |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_stairs                     |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cherry_blossom_trapdoor                   |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:chickweed                                 |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:clovers                                   |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:cobblestone_brick                         |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:cobblestone_brick_double_slab             |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:cobblestone_brick_slab                    |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:cobblestone_brick_stairs                  |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:cobblestone_brick_wall                    |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:cobblestone_rocks                         |     1.50 |          7.50 |
| Project: Vibrant Journeys   | pvj:coconut                                   |     0.40 |         21.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_button                         |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:cottonwood_door                           |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_double_slab                    |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_fence                          |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_fence_gate                     |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_pressure_plate                 |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:cottonwood_slab                           |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_stairs                         |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_trapdoor                       |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:cottonwood_twigs                          |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:crabgrass                                 |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:cracked_sand                              |     0.85 |          4.25 |
| Project: Vibrant Journeys   | pvj:dark_oak_twigs                            |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:deathcap                                  |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:diorite_rocks                             |     1.50 |          7.50 |
| Project: Vibrant Journeys   | pvj:duckweed                                  |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:fallenleaves_acacia                       |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_aspen                        |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_baobab                       |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_birch                        |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_cottonwood                   |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_darkoak                      |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_dead                         |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_fir                          |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_jacaranda                    |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_jungle                       |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_juniper                      |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_juniper_berried              |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_mangrove                     |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_oak                          |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_orange_maple                 |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_palm                         |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_pine                         |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_pink_cherry_blossom          |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_red_maple                    |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_redwood                      |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_spruce                       |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_white_cherry_blossom         |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fallenleaves_willow                       |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:fir_button                                |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:fir_door                                  |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:fir_double_slab                           |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:fir_fence                                 |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:fir_fence_gate                            |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:fir_pressure_plate                        |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:fir_slab                                  |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:fir_stairs                                |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:fir_trapdoor                              |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:fir_twigs                                 |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:flouropore                                |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:flower_patch                              |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:frogbit                                   |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:frost_lotus                               |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:glowcap                                   |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:granite_rocks                             |     1.50 |          7.50 |
| Project: Vibrant Journeys   | pvj:ice_formation                             |     0.85 |          0.30 |
| Project: Vibrant Journeys   | pvj:jacaranda_button                          |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:jacaranda_door                            |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:jacaranda_double_slab                     |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:jacaranda_fence                           |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:jacaranda_fence_gate                      |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:jacaranda_pressure_plate                  |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:jacaranda_slab                            |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:jacaranda_stairs                          |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:jacaranda_trapdoor                        |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:jacaranda_twigs                           |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:jungle_twigs                              |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:juniper_berried_twigs                     |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:juniper_button                            |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:juniper_door                              |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:juniper_double_slab                       |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:juniper_fence                             |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:juniper_fence_gate                        |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:juniper_pressure_plate                    |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:juniper_slab                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:juniper_stairs                            |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:juniper_trapdoor                          |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:juniper_twigs                             |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:leaves_aspen                              |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_baobab                             |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_cottonwood                         |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_fir                                |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_jacaranda                          |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_juniper                            |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_juniper_berried                    |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_mangrove                           |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_orange_maple                       |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_palm                               |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_pine                               |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_pink_cherry_blossom                |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_red_maple                          |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_redwood                            |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_white_cherry_blossom               |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:leaves_willow                             |     0.20 |          1.00 |
| Project: Vibrant Journeys   | pvj:limestone                                 |     1.90 |         18.00 |
| Project: Vibrant Journeys   | pvj:limestone_double_slab                     |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:limestone_slab                            |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:limestone_stairs                          |     1.90 |         18.00 |
| Project: Vibrant Journeys   | pvj:log_aspen                                 |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_baobab                                |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_cherry_blossom                        |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_cottonwood                            |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_fir                                   |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_jacaranda                             |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_juniper                               |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_mangrove                              |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_maple                                 |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_palm                                  |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_pine                                  |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_redwood                               |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:log_willow                                |     2.00 |         10.00 |
| Project: Vibrant Journeys   | pvj:mangrove_button                           |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:mangrove_door                             |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:mangrove_double_slab                      |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:mangrove_fence                            |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:mangrove_fence_gate                       |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:mangrove_pressure_plate                   |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:mangrove_slab                             |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:mangrove_stairs                           |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:mangrove_trapdoor                         |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:mangrove_twigs                            |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:maple_button                              |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:maple_door                                |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:maple_double_slab                         |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:maple_fence                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:maple_fence_gate                          |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:maple_pressure_plate                      |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:maple_slab                                |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:maple_stairs                              |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:maple_trapdoor                            |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:marble                                    |     2.00 |         24.00 |
| Project: Vibrant Journeys   | pvj:marble_brick                              |     2.00 |         24.00 |
| Project: Vibrant Journeys   | pvj:marble_brick_double_slab                  |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:marble_brick_slab                         |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:marble_brick_stairs                       |     2.00 |         24.00 |
| Project: Vibrant Journeys   | pvj:marble_double_slab                        |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:marble_slab                               |     2.00 |         30.00 |
| Project: Vibrant Journeys   | pvj:marble_stairs                             |     2.00 |         24.00 |
| Project: Vibrant Journeys   | pvj:mossy_cobblestone_rocks                   |     0.10 |          0.50 |
| Project: Vibrant Journeys   | pvj:mud                                       |     0.60 |          3.00 |
| Project: Vibrant Journeys   | pvj:mystical_grill                            |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:oak_twigs                                 |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:orange_maple_twigs                        |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:orange_mushroom                           |     0.00 |          0.00 |
| Project: Vibrant Journeys   | pvj:palm_button                               |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:palm_door                                 |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:palm_double_slab                          |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:palm_fence                                |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:palm_fence_gate                           |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:palm_pressure_plate                       |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:palm_slab                                 |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:palm_stairs                               |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:palm_trapdoor                             |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:palm_twigs                                |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:pine_button                               |     0.50 |          2.50 |
| Project: Vibrant Journeys   | pvj:pine_door                                 |     3.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pine_double_slab                          |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pine_fence                                |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pine_fence_gate                           |     2.00 |         15.00 |
| Project: Vibrant Journeys   | pvj:pine_pressure_plate                       |     0.50 |          2.50 |
